#Constants		pitch_P		pitch_I		pitch_D
#PIDValues		1900		0			409
#Constants		roll_P		roll_I		roll_D
#PIDValues		1900		0			409
#Orientation:   OptiTrack-VRPN
#Position:      OptiTrack-VRPN
#Direction:     OptiTrack-VRPN
#Communication: 6-Channel Trainer
%Time	Motor_1	Motor_2	Motor_3	Motor_4	Pitch	Pitch_err	Pitch_pid_p	Pitch_pid_d	Roll	Roll_err	Roll_pid_p	Roll_pid_d	Yaw		qx	qy	qz	qw
&sec	%thrust	%thrust	%thrust	%thrust	degrees	degrees		degrees		degrees		degrees	degrees		degrees		degrees 	degrees	val	val	val	val
0.000000	0	1300	1300	0	-70.274537	110.266991	3656.591901	787128.732663	3.211985	-3.211985	-106.513447	-22928.398073	-0.013742	0.022850	-0.575314	0.016032	0.817456
0.009998	0	1300	1300	0	-70.289314	110.281768	3657.081910	71579.767689	3.345764	-3.345764	-110.949748	-2171.610511	-0.153569	0.023100	-0.575429	0.015709	0.817375
0.019967	0	1300	1300	351	-70.208934	110.201388	3654.416407	6473.332408	3.262608	-3.262608	-108.192181	-143.860681	-0.104210	0.022767	-0.574857	0.015627	0.817788
0.029999	0	1274	1300	533	-70.283457	110.275911	3656.887680	634.998760	3.335543	-3.335543	-110.610785	-60.233595	-0.137640	0.023108	-0.575385	0.015770	0.817404
0.039999	0	1144	1300	663	-70.284388	110.276843	3656.918583	58.331924	3.331540	-3.331540	-110.478066	-2.878567	-0.132351	0.023106	-0.575391	0.015788	0.817399
0.049992	0	936	1300	871	-70.192202	110.184656	3653.861570	-54.555671	3.193062	-3.193062	-105.885941	89.660412	-0.030716	0.022642	-0.574732	0.015800	0.817876
0.059989	0	1287	1300	520	-70.280506	110.272960	3656.789838	52.359069	3.305900	-3.305900	-109.627802	-65.092699	-0.103849	0.023067	-0.575362	0.015862	0.817420
0.069992	0	1014	1300	793	-70.192930	110.185384	3653.885697	-52.058129	3.207658	-3.207658	-106.369983	57.820201	-0.043584	0.022681	-0.574738	0.015781	0.817871
0.079991	0	1300	1300	507	-70.282666	110.275120	3656.861458	53.506102	3.331386	-3.331386	-110.472945	-75.042854	-0.133559	0.023099	-0.575379	0.015779	0.817408
0.090093	0	1209	1300	598	-70.288052	110.280506	3657.040074	8.282792	3.366251	-3.366251	-111.629113	-29.177015	-0.174025	0.023144	-0.575421	0.015666	0.817380
0.100103	0	910	1300	897	-70.276839	110.269294	3656.668248	-6.517502	3.203051	-3.203051	-106.217183	103.161854	-0.008008	0.022815	-0.575330	0.016029	0.817446
0.110099	0	1300	1300	312	-70.259609	110.252063	3656.096875	-11.778193	3.462131	-3.462131	-114.808625	-158.808572	-0.273548	0.023333	-0.575225	0.015431	0.817516
0.120045	0	1183	1300	624	-70.261350	110.253804	3656.154586	0.058903	3.464321	-3.464321	-114.881220	-15.936017	-0.270747	0.023362	-0.575237	0.015463	0.817507
0.129982	0	780	1300	1027	-70.274070	110.266524	3656.576419	8.307960	3.211267	-3.211267	-106.489653	163.706624	-0.010395	0.022862	-0.575310	0.016052	0.817458
0.140047	0	1235	1300	572	-70.203391	110.195845	3654.232590	-44.847008	3.300494	-3.300494	-109.448516	-42.767977	-0.149864	0.022809	-0.574821	0.015490	0.817814
0.150098	0	1053	1300	754	-70.276348	110.268802	3656.651935	43.068405	3.234120	-3.234120	-107.247496	39.003761	-0.037145	0.022890	-0.575328	0.015977	0.817446
0.160111	0	1300	1300	312	-70.267679	110.260133	3656.364475	-1.708090	3.485360	-3.485360	-115.578903	-159.306387	-0.291495	0.023407	-0.575284	0.015422	0.817474
0.170133	0	962	1300	845	-70.291192	110.283646	3657.144183	15.072968	3.337783	-3.337783	-110.685069	81.124644	-0.142417	0.023099	-0.575441	0.015749	0.817365
0.180133	0	1300	1300	494	-70.264009	110.256463	3656.242785	-16.269522	3.461558	-3.461558	-114.789608	-72.948305	-0.264684	0.023372	-0.575255	0.015493	0.817493
0.190105	0	1183	1300	624	-70.266906	110.259360	3656.338854	0.401980	3.472742	-3.472742	-115.160472	-13.924700	-0.280616	0.023372	-0.575278	0.015436	0.817479
0.200107	0	832	1300	975	-70.195690	110.188144	3653.977222	-46.170735	3.255513	-3.255513	-107.956915	139.677857	-0.094541	0.022767	-0.574761	0.015658	0.817854
0.210104	0	1079	1300	728	-70.280572	110.273026	3656.792014	50.900269	3.235754	-3.235754	-107.301675	25.527584	-0.036085	0.022907	-0.575358	0.015993	0.817424
0.220128	0	1300	1300	286	-70.270650	110.263104	3656.463006	-1.807242	3.503228	-3.503228	-116.171441	-170.882270	-0.312114	0.023430	-0.575307	0.015365	0.817458
0.230181	0	884	1300	923	-70.204848	110.197302	3654.280913	-42.660946	3.299195	-3.299195	-109.405437	116.311334	-0.147002	0.022814	-0.574831	0.015505	0.817807
0.240093	0	988	1300	819	-70.283946	110.276400	3656.903909	47.834813	3.212988	-3.212988	-106.546701	67.053870	0.001007	0.022930	-0.575378	0.016144	0.817407
0.250098	0	1144	1300	663	-70.194050	110.186504	3653.922835	-53.964617	3.229379	-3.229379	-107.090251	-4.539079	-0.064887	0.022729	-0.574747	0.015738	0.817864
0.260117	0	1118	1300	689	-70.192291	110.184746	3653.864532	-6.036401	3.219106	-3.219106	-106.749596	6.242979	-0.059821	0.022681	-0.574735	0.015722	0.817874
0.270112	0	1300	1300	338	-70.263461	110.255915	3656.224590	45.656860	3.445165	-3.445165	-114.245999	-146.198853	-0.253121	0.023314	-0.575251	0.015493	0.817498
0.280113	0	1196	1300	611	-70.262308	110.254762	3656.186361	3.402191	3.457255	-3.457255	-114.646927	-21.134780	-0.265488	0.023338	-0.575244	0.015465	0.817503
