#Constants		pitch_P		pitch_I		pitch_D
#PIDValues		1650		3		550
#Constants		roll_P		roll_I		roll_D
#PIDValues		1650		3		550
%Time		Marker		Motor_1	Motor_2	Motor_3	Motor_4	Pitch		Pitch_err		Pitch_pid_p		 Pitch_pid_d		Roll		 Roll_err		Roll_pid_p		Roll_pid_d
&sec		Marker		%thrust	%thrust	%thrust	%thrust	degrees		degrees		degrees		degrees		degrees		degrees		degrees		degrees
7432.245736	0	26000	56000	56000	26000	1.116891		-1.116891		-32.164158		-1072.138594		-6.535178		6.535178		188.199626		6273.320876
7432.225854	0	30645	34606	51355	47394	1.433347		-1.433347		-41.277421		-303.775445		-6.128577		6.128577		176.490353		-390.309095
7432.235837	0	46955	52155	35045	29845	1.190617		-1.190617		-34.287296		233.004158		-6.325159		6.325159		182.151503		188.704990
7432.255838	0	44179	56000	37821	26000	1.048486		-1.048486		-30.194220		136.435870		-6.733110		6.733110		193.899660		391.605236
7432.265835	0	45772	51407	36228	30593	0.856764		-0.856764		-24.673021		184.039981		-6.886135		6.886135		198.306459		146.893300
7432.275879	0	45460	51433	36540	30567	0.681091		-0.681091		-19.614003		168.633922		-7.035232		7.035232		202.600134		143.122487
7432.285921	0	46259	53643	35741	28357	0.483580		-0.483580		-13.926094		189.596983		-7.254105		7.254105		208.903223		210.102983
7432.295835	0	43702	54575	38298	27425	0.377995		-0.377995		-10.885485		101.353619		-7.497621		7.497621		215.915977		233.758464
7432.305846	0	49422	52210	32578	29790	0.082657		-0.082657		-2.380357		283.504256		-7.653913		7.653913		220.416883		150.030181
7432.315757	0	45384	54528	36616	27472	-0.067949		0.067949		1.956799		144.571885		-7.883356		7.883356		227.024346		220.248774
7432.325837	0	47656	51650	34344	30350	-0.290743		0.290743		8.372791		213.866414		-8.008690		8.008690		230.633730		120.312795
7432.335846	0	44888	53650	37112	28350	-0.413698		0.413698		11.913658		118.028875		-8.197351		8.197351		236.066750		181.100667
7432.345892	0	45812	54359	36188	27641	-0.564212		0.564212		16.248144		144.482860		-8.403987		8.403987		242.017447		198.356584
7432.355937	0	46162	53347	35838	28653	-0.722097		0.722097		20.794899		151.558514		-8.570012		8.570012		246.798619		159.372389
7432.365853	0	47339	53651	34661	28349	-0.915034		0.915034		26.351073		185.205811		-8.740994		8.740994		251.722542		164.130777
7432.375898	0	47303	54094	34697	27906	-1.101078		1.101078		31.708768		178.589830		-8.921453		8.921453		256.919405		173.228756
7432.385829	0	47329	54893	34671	27107	-1.282505		1.282505		36.933491		174.157424		-9.123119		9.123119		262.726957		193.585083
7432.395944	0	47153	53453	34847	28547	-1.452623		1.452623		41.832541		163.301686		-9.269882		9.269882		266.953424		140.882209
7432.405926	0	46673	54905	35327	27095	-1.601540		1.601540		46.121047		142.950173		-9.460820		9.460820		272.452066		183.288082
7432.415920	0	48310	55675	33690	26325	-1.801209		1.801209		51.871097		191.668328		-9.671648		9.671648		278.523461		202.379823
7432.425864	0	46210	53502	35790	28498	-1.924136		1.924136		55.411145		118.001625		-9.802564		9.802564		282.293569		125.670284
7432.435935	0	50342	54730	31658	27270	-2.182676		2.182676		62.856543		248.179920		-9.970531		9.970531		287.130676		161.236897
7432.445988	0	48615	55555	33385	26445	-2.375358		2.375358		68.405386		184.961427		-10.160889		10.160889		292.612600		182.730779
7432.455841	0	48312	54994	33688	27006	-2.552077		2.552077		73.494552		169.638861		-10.326233		10.326233		297.374175		158.719197
7432.465940	0	48791	55646	33209	26354	-2.739654		2.739654		78.896383		180.061050		-10.508171		10.508171		302.613598		174.647421
7432.475817	0	48398	55649	33602	26351	-2.908351		2.908351		83.754506		161.937419		-10.684351		10.684351		307.687207		169.120282
